,k-means clusters 75
0,0.05960879857071115
1,4.029008813424966e-05
2,0.0016415044090447896
3,8.806594734394758e-05
4,0.0032869613142598023
5,0.00019214486077463
6,0.07886269716124596
7,0.00014481378900404134
8,0.0005375584999496272
9,6.708522406525715e-05
10,8.34886635795265e-05
11,0.006872469826604746
12,0.00024850554160367943
13,0.0001312928373363361
14,0.001169712627110041
15,0.04786843640684516
16,0.0803330306130967
17,0.0633334029288297
18,0.07033542625853717
19,0.0016984139174648556
20,0.0015469527776452877
21,0.02656410104619632
22,0.00032450866278102233
23,0.002100782307543109
24,0.001943034095618231
25,5.0401836999229095e-05
26,0.00021327251796079486
27,8.443168988635787e-05
28,0.022869861687608926
29,0.00013814943078790262
30,0.0016336299447047078
31,0.00019899803316963732
32,0.0006048997194951519
33,4.2427481475889315e-05
34,0.0009533848528432861
35,0.08897098455957408
36,0.003959631030281023
37,0.04257889925376565
38,0.0010087536091414036
39,0.0005198027206151012
40,0.003136199073107606
41,0.00035871264655405527
42,0.00024389047611908705
43,0.018552872343614545
44,0.004589368714701258
45,0.0005478277282285909
46,0.0037585140142606596
47,0.0035399487848190242
48,0.0008919669404378903
49,0.0008457661861721651
50,3.726888479329995e-05
51,0.005763920510814244
52,0.002561308236930362
53,0.00019629205640387827
54,0.00038079530385698153
55,7.121190292425986e-05
56,0.00047677123800783693
57,0.08513457330830132
58,7.660119013922825e-05
59,0.0026341202331176153
60,0.00012092386071402449
61,0.05939809580722404
62,0.1560046259367836
63,4.1015522762756815e-05
64,0.0017095902024092187
65,0.00010087501486863405
66,0.01947630067120497
67,0.0005642264422454596
68,0.00020231646574424812
69,3.781766890799603e-05
70,0.00955086851408042
71,0.0008564604565527803
72,7.178696730444965e-05
73,0.00029493096535874915
74,0.004921228986900269
